;date;open;high;low;close;volume;isEmaUptrend;isEmaDowntrend;isSmaUptrend;isSmaDowntrend;prediction;signal;barsHeld;isEarlySignalFlip;isLastSignalBuy;isLastSignalSell;isNewBuySignal;isNewSellSignal;startLongTrade;startShortTrade;endLongTrade;endShortTrade;RSI;CCI;ADX
311;2023-02-23;1797.8;1826.45;1797.8;1824.76;13122671.0;1;1;1;1;-8;1;86;0;1;0;0;0;;;0;0;42.905707824769266;-145.30440598277846;19.9385660080285
312;2023-02-22;1822.56;1823.79;1786.67;1796.87;17929916.0;1;1;1;1;-8;1;85;0;1;0;0;0;;;0;0;35.71209937353386;-201.9921392794806;20.236511280247687
313;2023-02-21;1847.82;1847.82;1813.26;1825.89;14625476.0;1;1;1;1;-8;1;84;0;1;0;0;0;;;0;0;40.66213715399818;-159.72501540206818;20.49199899251513
314;2023-02-20;1860.87;1863.76;1842.43;1849.48;9560418.0;1;1;1;1;-8;1;83;0;1;0;0;0;;;0;0;45.41357036139346;-103.68721752505387;21.211069242376873
315;2023-02-17;1859.27;1867.81;1846.46;1859.26;14925672.0;1;1;1;1;-2;1;82;0;1;0;0;0;;;0;0;47.55269347032881;-96.54497562196572;22.109544184659164
316;2023-02-16;1872.93;1883.67;1841.85;1865.51;18647941.0;1;1;1;1;2;1;81;0;1;0;0;0;;;0;0;48.92008801001616;-89.1488779419806;22.96927977209765
317;2023-02-15;1850.59;1871.47;1844.73;1870.03;11203817.0;1;1;1;1;-6;1;80;0;1;0;0;0;;;0;0;49.88335823769136;-107.9692978934102;23.87426460098026
318;2023-02-14;1858.47;1868.44;1841.76;1852.67;12571402.0;1;1;1;1;-8;1;79;0;1;0;0;0;;;0;0;46.098136828873585;-154.58336797184356;25.049070074814736
319;2023-02-13;1855.31;1863.95;1837.88;1853.29;13482430.0;1;1;1;1;-8;1;78;0;1;0;0;0;;;0;0;46.213891667294845;-190.18777039382513;26.341065434039933
320;2023-02-10;1891.84;1891.84;1838.33;1848.04;19717621.0;1;1;1;1;-2;1;77;0;1;0;0;0;;;0;0;45.13054015009922;-179.53622246465733;27.673848155933285
321;2023-02-09;1892.88;1912.32;1889.24;1896.24;12167375.0;1;1;1;1;-2;1;76;0;1;0;0;0;;;0;0;54.48657509038556;-10.09176930070165;29.08436248022876
322;2023-02-08;1882.32;1898.52;1882.32;1886.68;13396896.0;1;1;1;1;-8;1;75;0;1;0;0;0;;;0;0;52.67984346398455;-61.31630409563429;29.69325091801968
323;2023-02-07;1869.42;1877.28;1858.79;1870.87;14142774.0;1;1;1;1;-8;1;74;0;1;0;0;0;;;0;0;49.60795527378689;-155.53096962677523;30.55198820662074
324;2023-02-06;1902.31;1902.31;1863.26;1864.76;15983401.0;1;1;1;1;4;1;73;0;1;0;0;0;;;0;0;48.40601478962502;-146.1503503766276;31.816839947735538
325;2023-02-03;1903.48;1917.69;1896.18;1906.13;18912038.0;1;1;1;1;4;1;72;0;1;0;0;0;;;0;0;56.945692684677994;-11.106095584473596;33.05810324911505
326;2023-02-02;1886.33;1919.26;1882.56;1903.79;26007892.0;1;1;1;1;-2;1;71;0;1;0;0;0;;;0;0;56.54302450526124;-20.600422882156288;33.642499422243375
327;2023-02-01;1903.59;1911.39;1871.93;1871.93;22199674.0;1;1;1;1;-2;1;70;0;1;0;0;0;;;0;0;50.71546679673342;-67.76173812003432;34.25765328869424
328;2023-01-31;1886.96;1905.89;1876.42;1902.25;24133015.0;1;1;1;1;4;1;69;0;1;0;0;0;;;0;0;57.53327757513008;-16.676501346083096;35.02070203460914
329;2023-01-30;1909.48;1909.48;1882.38;1889.82;15589284.0;1;1;1;1;4;1;68;0;1;0;0;0;;;0;0;55.24280761547533;-3.76985358108324;35.904262542928414
330;2023-01-27;1916.61;1925.94;1909.33;1911.5;16290933.0;1;1;1;1;4;1;67;0;1;0;0;0;;;0;0;60.530331937347384;49.240570502545005;36.710007265231255
331;2023-01-26;1900.83;1920.18;1892.13;1911.61;16709511.0;1;1;1;1;4;1;66;0;1;0;0;0;;;0;0;60.557640214553146;39.6946649396079;36.96231558584567
332;2023-01-25;1906.22;1906.22;1879.52;1886.24;20432082.0;1;1;1;1;4;1;65;0;1;0;0;0;;;0;0;56.33915552375437;19.356180380404872;37.29753263012982
333;2023-01-24;1928.95;1945.78;1912.85;1918.6;18021838.0;1;1;1;1;6;1;64;0;1;0;0;0;;;0;0;64.51122904945348;69.20968478757395;37.82147881281966
334;2023-01-23;1899.2;1928.67;1899.2;1923.15;18780276.0;1;1;1;1;8;1;63;0;1;0;0;0;;;0;0;65.75654373821978;64.22868460428786;37.57641421030801
335;2023-01-20;1895.41;1901.03;1879.51;1892.32;21735938.0;1;1;1;1;0;1;62;0;1;0;0;0;;;0;0;61.02246335402598;39.51001647175152;37.50473144799888
336;2023-01-19;1900.37;1903.17;1869.14;1889.84;31488410.0;1;1;1;1;2;1;61;0;1;0;0;0;;;0;0;60.615763573452085;40.38714499252662;37.76438508666617
337;2023-01-18;1906.99;1928.89;1894.82;1913.25;33787784.0;1;1;1;1;4;1;60;0;1;0;0;0;;;0;0;66.71766886435047;72.76807908695223;38.03770470631595
338;2023-01-17;1928.12;1932.16;1898.34;1904.51;19449736.0;1;1;1;1;2;1;59;0;1;0;0;0;;;0;0;65.51416937975884;80.08367417855914;37.656900845902236
339;2023-01-16;1924.89;1944.2;1901.5;1933.08;18386777.0;1;1;1;1;4;1;58;0;1;0;0;0;;;0;0;73.5916272574825;105.82661931990906;37.15945714261939
340;2023-01-13;1932.38;1939.83;1910.13;1923.44;18128731.0;1;1;1;1;6;1;57;0;1;0;0;0;;;0;0;72.53048765623701;120.68416498005284;36.551500414253084
341;2023-01-12;1919.28;1950.83;1919.28;1930.79;32879763.0;1;1;1;1;8;1;56;0;1;0;0;0;;;0;0;74.6542757896644;154.80422709790747;35.68393522363662
342;2023-01-11;1936.39;1955.44;1912.55;1914.74;25924632.0;1;1;1;1;2;1;55;0;1;0;0;0;;;0;0;73.05441880321884;183.09733360623693;34.52766345745264
343;2023-01-10;1904.63;1940.96;1890.53;1937.98;25039050.0;1;1;1;1;4;1;54;0;1;0;0;0;;;0;0;79.82953009709975;228.89223777574256;33.31053528252214
344;2023-01-09;1873.58;1912.84;1873.58;1912.47;33642083.0;1;1;1;1;4;1;53;0;1;0;0;0;;;0;0;77.72381071433223;249.88735556134915;32.12972698100093
345;2023-01-05;1851.86;1887.05;1843.35;1856.05;28214946.0;1;1;1;1;4;1;52;0;1;0;0;0;;;0;0;71.6444040010439;219.93730666223013;31.097837380708512
346;2023-01-04;1826.17;1856.63;1824.74;1855.05;19715380.0;1;1;1;1;4;1;51;0;1;0;0;0;;;0;0;71.51646693357888;208.10750110391513;30.229394293958286
347;2023-01-03;1794.13;1835.15;1791.98;1824.82;22121560.0;1;1;1;1;4;1;50;0;1;0;0;0;;;0;0;67.38582583773375;156.06632069636996;29.608319968458613
348;2023-01-02;1794.52;1811.64;1786.7;1791.47;5343204.0;1;1;1;1;4;1;49;0;1;0;0;0;;;0;0;61.6953572895729;114.30239535524898;29.18874036195861
349;2022-12-30;1797.53;1797.86;1786.56;1792.01;8999274.0;1;1;1;1;6;1;48;0;1;0;0;0;;;0;0;61.85763099867828;113.68179064250052;29.032005683108544
350;2022-12-29;1768.98;1802.2;1763.44;1802.2;10649283.0;1;1;1;1;8;1;47;0;1;0;0;0;;;0;0;64.84629135910724;120.231228213812;29.04818661511614
351;2022-12-28;1764.3;1776.98;1757.71;1767.88;10436182.0;1;1;1;1;2;1;46;0;1;0;0;0;;;0;0;58.58898248127863;51.31525825929267;29.065219175124135
352;2022-12-27;1788.67;1792.82;1762.64;1765.87;6876220.0;1;1;1;1;4;1;45;0;1;0;0;0;;;0;0;58.184200714254196;82.42449252294142;29.4263354534205
353;2022-12-23;1778.58;1782.76;1769.41;1780.27;8034718.0;1;1;1;1;4;1;44;0;1;0;0;0;;;0;0;62.230819681820236;109.38397644990826;29.695299045442606
354;2022-12-22;1786.63;1796.05;1774.71;1780.07;10579489.0;1;1;1;1;4;1;43;0;1;0;0;0;;;0;0;62.19691205951779;153.8400012374842;30.11650046635425
355;2022-12-21;1761.88;1786.56;1754.46;1786.1;15400718.0;1;1;1;1;4;1;42;0;1;0;0;0;;;0;0;63.800476180079016;144.72450598586207;30.446786993003673
356;2022-12-20;1732.8;1763.2;1724.41;1763.2;12410849.0;1;1;1;1;6;1;41;0;1;0;0;0;;;0;0;60.1801232914195;30.08669794319163;30.918568836481228
357;2022-12-19;1739.9;1754.27;1737.5;1743.24;12353029.0;1;1;1;1;8;1;40;0;1;0;0;0;;;0;0;56.673035112375324;11.347463495663737;31.737754819489158
358;2022-12-16;1746.54;1755.89;1726.58;1741.3;41764081.0;1;1;1;1;2;1;39;0;1;0;0;0;;;0;0;56.32587687212221;4.95493349387879;32.33683517346556
359;2022-12-15;1778.9;1778.9;1746.02;1756.52;18698018.0;1;1;1;1;4;1;38;0;1;0;0;0;;;0;0;59.81748588607505;86.68049506994467;32.967446072388086
360;2022-12-14;1785.11;1793.02;1778.37;1787.37;17004527.0;1;1;1;1;6;1;37;0;1;0;0;0;;;0;0;67.71845817397654;199.94246279271601;33.24044623012316
361;2022-12-13;1758.54;1803.6;1742.11;1784.67;22169301.0;1;1;1;1;6;1;36;0;1;0;0;0;;;0;0;67.36817631904286;195.85798362530016;32.80099874131916
362;2022-12-12;1729.82;1759.39;1714.22;1755.34;14740130.0;1;1;1;1;6;1;35;0;1;0;0;0;;;0;0;63.35755734690055;46.43408208676392;32.338422437314954
363;2022-12-09;1730.18;1735.76;1717.0;1730.16;15019500.0;1;1;1;1;6;1;34;0;1;0;0;0;;;0;0;59.377435430573314;-26.989366896441133;32.32429061343622
364;2022-12-08;1735.17;1735.41;1715.72;1725.66;14817278.0;1;1;1;1;8;1;33;0;1;0;0;0;;;0;0;58.63175777280515;-17.21927428386031;32.60986716151944
365;2022-12-07;1730.5;1739.05;1720.19;1735.66;14506821.0;1;1;1;1;2;1;32;0;1;0;0;0;;;0;0;60.94004233820265;16.830896911887706;32.915065328075045
366;2022-12-06;1741.86;1741.86;1722.72;1733.59;15849699.0;1;1;1;1;2;1;31;0;1;0;0;0;;;0;0;60.64220934468456;28.306885976780354;33.13827371584041
367;2022-12-05;1738.95;1766.04;1738.95;1746.54;14516580.0;1;1;1;1;4;1;30;0;1;0;0;0;;;0;0;63.45286074909615;70.2466646944264;33.31930680203059
368;2022-12-02;1765.02;1765.02;1730.43;1733.46;27956510.0;1;1;1;1;4;1;29;0;1;0;0;0;;;0;0;61.79197463102424;59.83979869852237;33.161736613595636
369;2022-12-01;1754.83;1766.38;1741.13;1766.38;34260461.0;1;1;1;1;6;1;28;0;1;0;0;0;;;0;0;69.13456122997788;82.70839766494636;33.00611059776303
370;2022-11-30;1741.22;1756.95;1727.88;1736.26;127493895.0;1;1;1;1;8;1;27;0;1;0;0;0;;;0;0;65.66864194628204;63.91578809561794;32.61739555779665
371;2022-11-29;1740.55;1744.71;1718.31;1736.19;27851833.0;1;1;1;1;2;1;26;0;1;0;0;0;;;0;0;65.66032046546572;59.70716743553215;32.29290436891972
372;2022-11-28;1748.68;1748.84;1728.74;1728.74;19482673.0;1;1;1;1;4;1;25;0;1;0;0;0;;;0;0;64.81755009138278;66.82433163310633;32.062266339084395
373;2022-11-25;1752.36;1764.57;1736.75;1755.69;15614476.0;1;1;1;1;4;1;24;0;1;0;0;0;;;0;0;70.64110712378242;86.81114061507176;31.613249182388692
374;2022-11-24;1724.66;1753.95;1721.85;1753.95;19393501.0;1;1;1;1;4;1;23;0;1;0;0;0;;;0;0;70.48211089874472;85.6357526109004;30.982510278868972
375;2022-11-23;1724.5;1737.75;1707.01;1713.61;19222341.0;1;1;1;1;4;1;22;0;1;0;0;0;;;0;0;66.58654570715176;73.5005587456896;30.400666285651813
376;2022-11-22;1687.07;1729.95;1681.78;1717.75;18175395.0;1;1;1;1;4;1;21;0;1;0;0;0;;;0;0;67.43464760693442;72.33336759098653;29.91555583807613
377;2022-11-21;1706.43;1706.47;1683.15;1685.5;20863822.0;1;1;1;1;6;1;20;0;1;0;0;0;;;0;0;64.1298955117803;66.3973203375455;29.466780601803237
378;2022-11-18;1709.68;1726.63;1689.34;1707.23;21001372.0;1;1;1;1;8;1;19;0;1;0;0;0;;;0;0;68.47778110493607;83.46894316958145;29.185387982486088
379;2022-11-17;1744.07;1750.96;1695.8;1708.23;25406383.0;1;1;1;1;2;1;18;0;1;0;0;0;;;0;0;68.67674894895185;99.53235486151692;28.782852969941736
380;2022-11-16;1747.81;1761.51;1731.46;1741.17;26924613.0;1;1;1;1;4;1;17;0;1;0;0;0;;;0;0;75.37564379499464;129.2606558330314;28.250516458237392
381;2022-11-15;1750.6;1784.76;1728.17;1769.55;28298319.0;1;1;1;1;4;1;16;0;1;0;0;0;;;0;0;81.75555790333193;157.81624057194153;27.062323431498037
382;2022-11-14;1697.88;1759.79;1697.88;1743.89;39847665.0;1;1;1;1;4;1;15;0;1;0;0;0;;;0;0;80.35987201127985;163.79676950989054;25.811593929667133
383;2022-11-10;1637.91;1692.72;1619.03;1690.38;26891723.0;1;1;1;1;4;1;14;0;1;0;0;0;;;0;0;76.94461773297505;137.57113120780915;24.64356429308444
384;2022-11-09;1643.42;1658.52;1638.45;1644.12;19875135.0;1;1;1;1;4;1;13;0;1;0;0;0;;;0;0;73.20408643705001;139.86523729516963;23.88356604711357
385;2022-11-08;1616.98;1644.75;1602.48;1644.75;19908655.0;1;1;1;1;4;1;12;0;1;0;0;0;;;0;0;73.35458712321638;147.64356848280758;23.374178548027825
386;2022-11-07;1605.03;1637.37;1600.71;1618.14;32832261.0;1;1;1;1;4;1;11;0;1;0;0;0;;;0;0;71.01759518186321;161.88932663792593;22.963569645538108
387;2022-11-04;1569.01;1612.09;1569.01;1601.27;28788061.0;1;1;1;1;4;1;10;0;1;0;0;0;;;0;0;69.43970096327132;169.9851293068811;22.59882360471009
388;2022-11-03;1553.61;1559.97;1538.04;1559.55;21905465.0;1;1;1;1;4;1;9;0;1;0;0;0;;;0;0;65.07304788787415;157.77534243519383;22.452976491275287
389;2022-11-02;1545.19;1573.97;1545.19;1573.97;31271842.0;1;1;1;1;4;1;8;0;1;0;0;0;;;0;0;68.2006830814033;217.77304142812028;22.867705135031223
390;2022-10-31;1511.96;1536.28;1506.41;1536.28;25373927.0;1;1;1;1;4;1;7;0;1;0;0;0;;;0;0;64.0013825368541;209.1411135992575;23.18838348450854
391;2022-10-28;1498.03;1516.82;1481.23;1508.7;49191032.0;1;1;1;1;4;1;6;0;1;0;0;0;;;0;0;60.45276914326594;194.17370751232212;23.992340959056143
392;2022-10-27;1489.37;1506.74;1474.43;1506.74;32523157.0;1;1;1;1;6;1;5;0;1;0;0;0;;;0;0;60.19382839265772;219.71370532806972;25.105690289784526
393;2022-10-26;1447.28;1487.6;1443.41;1487.6;26958268.0;1;1;1;1;6;1;4;0;1;0;0;0;;;1;0;57.68125791776244;205.23183513945668;26.42016982106395
394;2022-10-25;1438.79;1450.33;1422.44;1444.02;28561581.0;1;1;1;1;4;1;3;0;0;1;0;0;;;0;0;51.16393718963897;116.09124042446334;27.539309908879346
395;2022-10-24;1421.4;1445.85;1411.21;1433.21;21876696.0;1;1;1;1;4;1;2;0;0;1;0;0;;;0;0;49.3678968103189;77.96268280383265;28.116498959389116
396;2022-10-21;1421.96;1424.9;1397.28;1411.62;19440638.0;1;1;1;1;4;1;1;0;0;1;0;0;;;0;0;45.66174316338931;14.397924035842689;28.64704894157996
397;2022-10-20;1399.59;1429.16;1385.16;1426.52;34177300.0;1;1;1;1;4;1;0;0;0;1;1;0;1385.16;;0;0;47.90905858472537;9.68065208482985;28.83861463373186
398;2022-10-19;1430.17;1430.17;1395.73;1397.66;23562539.0;1;1;1;1;4;-1;18;0;0;1;0;0;;;0;0;42.85021155778541;-16.804514682863662;29.040262730733865
399;2022-10-18;1416.66;1440.9;1414.9;1427.68;32706525.0;1;1;1;1;6;-1;17;0;0;1;0;0;;;0;0;47.285783279143175;16.18199519831227;29.361602322346783
400;2022-10-17;1400.06;1418.65;1384.6;1414.06;18743378.0;1;1;1;1;2;-1;16;0;0;1;0;0;;;0;0;44.88213592567575;-33.18991732930912;29.902639781457488
401;2022-10-14;1383.1;1409.55;1381.49;1397.23;30197595.0;1;1;1;1;-6;-1;15;0;0;1;0;0;;;0;0;41.839178687690456;-54.93991151034183;30.106489194190004
402;2022-10-13;1378.57;1381.48;1337.71;1358.5;34529970.0;1;1;1;1;-8;-1;14;0;0;1;0;0;;;0;0;34.060053552157335;-115.20642619924452;30.167216114423972
403;2022-10-12;1389.02;1391.14;1369.65;1377.19;30585927.0;1;1;1;1;-8;-1;13;0;0;1;0;0;;;0;0;36.231577330273964;-91.78831075828327;29.73619794303881
404;2022-10-11;1377.66;1405.98;1360.7;1381.84;22459545.0;1;1;1;1;-8;-1;12;0;0;1;0;0;;;0;0;36.77321622893902;-94.18069391961495;29.56013751146636
405;2022-10-10;1400.27;1400.29;1379.35;1379.49;22174183.0;1;1;1;1;-8;-1;11;0;0;1;0;0;;;0;0;36.32652089982752;-98.09834002640333;29.374810741390093
406;2022-10-07;1414.41;1420.33;1398.86;1405.21;19811594.0;1;1;1;1;4;-1;10;0;0;1;0;0;;;0;0;39.136553210443594;-78.34072814545202;29.34606301799379
407;2022-10-06;1431.68;1449.55;1409.32;1417.82;22063616.0;1;1;1;1;4;-1;9;0;0;1;0;0;;;0;0;40.56511714192706;-63.70293101671604;29.49743672954337
408;2022-10-05;1449.73;1449.73;1418.03;1419.12;19373841.0;1;1;1;1;-2;-1;8;0;0;1;0;0;;;0;0;40.707361037577186;-66.1337164241111;29.75634213699677
409;2022-10-04;1404.22;1449.81;1404.22;1449.81;28538316.0;1;1;1;1;-8;-1;7;0;0;1;0;0;;;0;0;44.09704529913998;-62.29244711496822;30.111340552282122
410;2022-10-03;1379.8;1388.96;1344.02;1386.96;22655949.0;1;1;1;1;-8;-1;6;0;0;1;0;0;;;0;0;33.57956452535337;-161.5773534544707;30.485023094687755
411;2022-09-30;1390.12;1396.76;1366.25;1377.91;30707088.0;1;1;1;1;-8;-1;5;0;0;1;0;0;;;0;0;31.865599251954148;-181.40781935673093;29.902511343354853
412;2022-09-29;1446.35;1446.35;1375.19;1380.1;28897332.0;1;1;1;1;-8;-1;4;0;0;1;0;0;;;0;1;32.05144764136084;-184.39848135947958;29.459143604254002
413;2022-09-28;1434.99;1440.66;1407.56;1435.37;27625844.0;1;1;1;1;-8;-1;3;0;1;0;0;0;;;0;0;37.12569955052179;-159.58793265863065;29.062369682861664
414;2022-09-27;1443.23;1473.21;1443.23;1458.81;24474027.0;1;1;1;1;-8;-1;2;0;1;0;0;0;;;0;0;39.59423755540614;-105.83604063161833;28.910100367832307
415;2022-09-26;1446.43;1450.7;1410.71;1433.08;33983566.0;1;1;1;1;-8;-1;1;0;1;0;0;0;;;0;0;35.202667714088506;-190.78923592104465;29.07731165915473
416;2022-09-23;1518.03;1518.03;1453.76;1457.78;20614019.0;1;1;1;1;-6;-1;0;0;1;0;0;1;;1518.03;0;0;37.642093897293485;-94.79057992182345;28.86948942340833
417;2022-09-22;1498.1;1526.89;1485.31;1518.19;16260020.0;1;1;1;1;4;1;7;0;1;0;0;0;;;0;0;44.67248365220836;-17.864848466150036;29.065955223816935
418;2022-09-21;1495.76;1515.86;1488.25;1509.32;18511407.0;1;1;1;1;4;1;6;0;1;0;0;0;;;0;0;43.22678007519817;-38.548558730030344;29.624775710238985
419;2022-09-20;1532.86;1546.5;1497.41;1497.41;18767383.0;1;1;1;1;4;1;5;0;1;0;0;0;;;0;0;41.31486022602805;-28.245379604385725;30.022373398548364
420;2022-09-19;1498.57;1528.7;1496.79;1527.25;20046381.0;1;1;1;1;4;1;4;0;1;0;0;0;;;0;0;44.82696853072686;-29.029897474971975;30.54229401496437
421;2022-09-16;1526.02;1529.2;1487.36;1501.91;65980080.0;1;1;1;1;6;1;3;0;0;1;0;0;;;0;0;40.862864876085084;-49.61380277523823;30.787195347257573
422;2022-09-15;1533.17;1550.8;1523.79;1539.75;21703122.0;1;1;1;1;8;1;2;0;0;1;0;0;;;0;0;45.38438471854687;-16.42540848913769;31.044986223355682
423;2022-09-14;1511.59;1531.76;1507.2;1528.29;20365590.0;1;1;1;1;2;1;1;0;0;1;0;0;;;0;0;43.630301690295;-38.72469395100471;31.694252729217105
424;2022-09-13;1569.03;1573.05;1515.19;1519.35;20718753.0;1;1;1;1;4;1;0;0;0;1;1;0;;;0;0;42.2876280663595;-31.049332155088106;32.061951102503485
425;2022-09-12;1545.64;1561.98;1519.71;1561.97;22468627.0;1;1;1;1;4;-1;15;0;0;1;0;0;;;0;0;47.27212220887359;-26.469393962933882;32.53047950633482
426;2022-09-09;1487.5;1534.68;1487.5;1534.68;24748386.0;1;1;1;1;-2;-1;14;0;0;1;0;0;;;0;0;43.29829195007723;-54.72979223326082;32.84336655370615
427;2022-09-08;1481.93;1494.98;1460.43;1473.18;23886627.0;1;1;1;1;-8;-1;13;0;0;1;0;0;;;0;0;32.681585891440655;-94.2689444149401;32.70829522441467
428;2022-09-07;1445.54;1471.34;1431.36;1469.42;26613207.0;1;1;1;1;-8;-1;12;0;0;1;0;0;;;0;0;31.958322119100746;-122.36569190404217;31.80664519150425
429;2022-09-06;1495.62;1504.64;1444.84;1452.86;23355729.0;1;1;1;1;-8;-1;11;0;0;1;0;0;;;0;0;28.831234330052673;-133.61375623807237;30.35163274340345
430;2022-09-05;1496.88;1505.05;1482.29;1492.06;17618605.0;1;1;1;1;-8;-1;10;0;0;1;0;0;;;0;0;32.07104159833249;-134.14997193821526;28.89687254795889
431;2022-09-02;1477.24;1506.54;1464.67;1505.75;35756213.0;1;1;1;1;-8;-1;9;0;0;1;0;0;;;0;0;33.28393693903312;-160.6326754013996;27.59768487698603
432;2022-09-01;1522.52;1522.52;1462.59;1462.59;32437774.0;1;1;1;1;-8;-1;8;0;0;1;0;0;;;0;0;24.977923106900157;-208.82865577754467;26.230118907540913
433;2022-08-31;1540.93;1548.25;1513.5;1528.22;49110518.0;1;1;1;1;-8;-1;7;0;0;1;0;0;;;0;0;30.30535490775288;-193.65587018370107;24.79057578180921
434;2022-08-30;1578.24;1583.57;1532.85;1535.11;22574437.0;1;1;1;1;-8;-1;6;0;0;1;0;0;;;0;0;30.94883938652442;-204.00060085564058;23.615927386548144
435;2022-08-29;1585.54;1585.54;1552.6;1573.35;21693935.0;1;1;1;1;-8;-1;5;0;0;1;0;0;;;0;0;34.751683548713;-215.7895970408383;22.527042840503768
436;2022-08-26;1635.66;1637.07;1596.06;1602.81;22812055.0;1;1;1;1;-8;-1;4;0;0;1;0;0;;;0;1;38.100784638825935;-175.13663680942472;21.539708859804712
437;2022-08-25;1633.09;1650.7;1622.55;1632.0;26235784.0;1;1;1;1;-8;-1;3;0;1;0;0;0;;;0;0;41.80781878838392;-140.56204087569998;20.89523173455022
438;2022-08-24;1655.38;1655.38;1616.14;1620.63;21709792.0;1;1;1;1;-8;-1;2;0;1;0;0;0;;;0;0;39.685269695914315;-160.03084895767125;20.49526542520764
439;2022-08-23;1638.03;1667.41;1630.67;1656.77;34803232.0;1;1;1;1;-8;-1;1;0;1;0;0;0;;;0;0;44.47303528408001;-112.7493146205887;20.074248257478615
440;2022-08-22;1669.2;1670.29;1630.0;1640.02;18508931.0;1;1;1;1;-8;-1;0;0;0;1;0;1;;1670.29;0;0;41.43211479151173;-145.43183499055002;19.78604459225316
441;2022-08-19;1685.24;1698.82;1668.62;1673.4;22244791.0;1;1;1;1;-8;1;2;0;0;1;0;0;;;0;0;46.10441194581947;-47.392999734784325;19.48267231306847
442;2022-08-18;1683.89;1703.78;1672.48;1699.68;17686963.0;1;1;1;1;2;1;1;0;0;1;0;0;;;0;0;50.24685538224269;-6.100642552883639;19.592811693607253
443;2022-08-17;1736.13;1736.8;1679.71;1682.93;19931686.0;1;1;1;1;4;1;0;0;0;1;1;0;;;0;0;47.45257279587925;22.207830318249453;19.754472713944445
444;2022-08-16;1739.62;1763.25;1730.05;1735.0;19652899.0;1;1;1;1;4;-1;142;0;0;1;0;0;;;0;0;56.634123968459406;178.11100906562643;20.00842873204001
445;2022-08-12;1721.18;1737.25;1716.38;1735.07;16552361.0;1;1;1;1;6;-1;141;0;0;1;0;0;;;0;0;56.647806459471404;156.18303494751956;20.922051382936285
446;2022-08-11;1705.23;1724.98;1690.24;1724.98;15942914.0;1;1;1;1;6;-1;140;0;0;1;0;0;;;0;0;55.19909390082268;108.71628794897215;21.47194797404343
447;2022-08-10;1683.41;1702.17;1661.42;1694.11;19876119.0;1;1;1;1;6;-1;139;0;0;1;0;0;;;0;0;50.499724986413575;25.20028541139055;21.84505677505499
448;2022-08-09;1695.54;1706.57;1682.49;1684.14;18163209.0;1;1;1;1;2;-1;138;0;0;1;0;0;;;0;0;48.89198581111061;44.5952759992132;21.836543420099396
449;2022-08-08;1660.93;1695.78;1652.97;1695.78;17107654.0;1;1;1;1;-6;-1;137;0;0;1;0;0;;;0;0;50.67636256034047;17.388766950266195;22.08259292584689
450;2022-08-05;1685.3;1696.43;1643.02;1652.14;20530983.0;1;1;1;1;-8;-1;136;0;0;1;0;0;;;0;0;43.49734885286908;-41.26726627141193;22.149417792739463
451;2022-08-04;1690.68;1697.16;1666.85;1674.37;27135908.0;1;1;1;1;0;-1;135;0;0;1;0;0;;;0;0;46.713386118061365;-3.858402715258711;22.219759757889538
452;2022-08-03;1702.13;1702.32;1679.92;1688.03;26680773.0;1;1;1;1;2;-1;134;0;0;1;0;0;;;0;0;48.77091401740525;22.844117055017644;22.569840374804226
453;2022-08-02;1728.07;1728.48;1709.85;1713.61;20929200.0;1;1;1;1;4;-1;133;0;0;1;0;0;;;0;0;52.816073538637184;97.76248669437274;23.09718092761491
454;2022-08-01;1723.75;1736.47;1714.65;1736.47;17726600.0;1;1;1;1;6;-1;132;0;0;1;0;0;;;0;0;56.720003421489515;142.25783247900458;24.040343816902574
455;2022-07-29;1674.05;1721.11;1674.05;1721.11;35264023.0;1;1;1;1;8;-1;131;0;0;1;0;0;;;0;0;54.62753669115886;91.11079660431828;25.098090374600183
456;2022-07-28;1661.43;1679.66;1652.86;1667.17;43984566.0;1;1;1;1;-8;-1;130;0;0;1;0;0;;;0;0;46.1355659780357;-23.958909402202345;25.986176521711307
457;2022-07-27;1658.09;1670.03;1632.23;1651.89;24170124.0;1;1;1;1;-8;-1;129;0;0;1;0;0;;;0;0;43.34642018896089;-72.67128627976938;26.248534181121634
458;2022-07-26;1677.62;1683.51;1646.3;1654.7;18824081.0;1;1;1;1;0;-1;128;0;0;1;0;0;;;0;0;43.733123502572234;-52.47824407138228;26.354315819905498
459;2022-07-25;1699.55;1708.72;1682.95;1685.62;14534025.0;1;1;1;1;2;-1;127;0;0;1;0;0;;;0;0;48.119370413009776;23.422646151879576;26.619449517521595
460;2022-07-22;1677.44;1710.51;1677.44;1701.73;19751028.0;1;1;1;1;4;-1;126;0;0;1;0;0;;;0;0;50.57337807318811;31.855940484793692;27.335468517306953
461;2022-07-21;1697.09;1702.4;1665.34;1683.09;17537259.0;1;1;1;1;4;-1;125;0;0;1;0;0;;;0;0;47.70817463283624;0.6773846613966932;28.08917272760733
462;2022-07-20;1688.47;1701.91;1678.74;1694.58;18264806.0;1;1;1;1;6;-1;124;0;0;1;0;0;;;0;0;49.34548648914727;23.667837751516295;28.75451615970548
463;2022-07-19;1664.93;1681.28;1648.39;1679.27;15725532.0;1;1;1;1;2;-1;123;0;0;1;0;0;;;0;0;47.09916661836183;-32.221803648519604;29.61048612217278
